1, OUD-B-4, 44, Baby_C, R
1, PT-1hand:1-1868, 4, 1, L
1, OOK-A-50, 2, B, R
1, PT-1hand-2031, 4, 1, R
1, MOETEN-A-145, 4, 1, L
1, GAAN-100, 4, 1, R
1, GEVEN-C-1, 42, Beak, L
1, PT-1hand-729, 4, 1, R
1, PAKKEN-A-57, 25, 5, L
1, STEL-A-25, 2, B, R
1, PT-1hand-1690, 4, 1, L
1, BIJ-A-24, 26, Beak_open, R
1, STEL-A-26, 2, B, R
1, PT-1hand:1-391, 4, 1, L
1, IN-B-1, 42, Beak, L
1, PT-1hand-2188, 4, 1, L
1, PT-1hand:1-707, 4, 1, R
1, BEDOELEN-123, 4, 1, R
1, KOMEN-A-132, 4, 1, R
1, HOREN-A-114, 4, 1, R
1, MOOI-A-128, 18, T, L
1, PT-1hand:1-1287, 4, 1, R
1, PT-1hand-3199, 4, 1, R
1, VAN-A-38, 2, B, L
1, KOMEN-A-67, 4, 1, L
1, PT-1hand-1719, 4, 1, R
1, PT:up-58, 4, 1, R
1, DOOF-A-27, 4, 1, R
1, RUIMTE-A-74, 25, 5, R
1, LEKKER-B-5, 4, 1, R
1, BANG-C-3, 26, Beak_open, L
1, PT-1hand-3872, 4, 1, L
1, NOG-A-12, 9, N, R
1, BOWLEN-21, 17, S, R
1, GOED-A-370, 1, A, R
1, VOOR-D-26, 4, 1, R
1, PT-1hand-4956, 4, 1, R
1, PT-1hand-4847, 4, 1, R
1, PT-1hand-931, 4, 1, R
1, UTRECHT-B-11, 17, S, R
1, PT-1hand:1-1467, 4, 1, L
1, MEE-20, 17, S, R
1, POES-C-7, 45, Baby_beak, R
1, PT-Bhand-4, 2, B, L
1, PT-1hand-2124, 4, 1, R
1, VROUW-B-3, 45, Baby_beak, R
1, AAN-JOU-17, 2, B, L
1, PT-1hand:1-147, 4, 1, R
1, DOKTER-A-14, 41, V_curved, R
1, OPSTUREN-A-15, 40, Beak_spread, R
1, VROEGER-A-34, 2, B, L
1, DOOF-C-73, 4, 1, R
1, PT-1hand:1-427, 4, 1, R
1, PT-1hand-337, 4, 1, R
1, NEE-C-14, 4, 1, R
1, PT-1hand-2374, 4, 1, L
1, PT-1hand:1-581, 4, 1, R
1, GEVOEL-A-1, 2, B, L
1, PT-1hand-1172, 4, 1, R
1, POES-C-49, 45, Baby_beak, R
1, GOED-A-349, 1, A, R
1, KOMEN-A-106, 4, 1, R
1, PT-1hand:1-311, 4, 1, R
1, EINDELIJK-A-5, 25, 5, L
1, PT-1hand-2336, 4, 1, L
1, ETEN-A-13, 36, Money, L
1, EERLIJK-B-2, 9, N, R
1, FILMEN-A:1-2, 12, L, L
1, KLEIN-B-42, 10, I, R
1, MAN-A-33, 26, Beak_open, L
1, DENKEN-218, 4, 1, L
1, PT-1hand-3403, 4, 1, L
1, PT-1hand-2034, 4, 1, L
1, PT-1hand-1781, 4, 1, R
1, NIET-A-173, 4, 1, R
1, NIJMEGEN-A, 41, V_curved, R
1, INSTEKEN-C-5, 42, Beak, R
1, NU-A-26, 4, 1, L
1, PT-1hand-890, 4, 1, L
1, NUCHTER-1, 2, B, L
1, DRINKEN-A-7, 3, C, R
1, VROEGER-A-72, 2, B, L
1, PT-1hand-3954, 4, 1, R
1, PT-1hand-4709, 4, 1, L
1, DOOF-A-82, 4, 1, L
1, HOP-7, 4, 1, L
1, PT-1hand-3092, 4, 1, R
1, PT-1hand-1171, 4, 1, R
1, PT-1hand-3561, 4, 1, R
1, WEEK-7, 44, Baby_C, R
1, SLAAN-C-3, 17, S, R
1, KUNNEN-A-284, 17, S, L
1, LEKKER-A-19, 25, 5, R
1, SLAAN-C-21, 17, S, L
1, PT-1hand:1-1944, 4, 1, R
1, EERST-45, 4, 1, L
1, DOOF-C-38, 4, 1, R
1, KIND-A-64, 2, B, L
1, PT-1hand:1-947, 4, 1, L
1, ALLEEN-B-5, 4, 1, L
1, EERST-37, 4, 1, L
1, DOOF-B-4, 9, N, R
1, PT-1hand-2211, 4, 1, R
1, MEER-B-5, 25, 5, L
1, PT-1hand-2801, 4, 1, L
1, PT-1hand:1-843, 4, 1, L
1, 1-A-159, 4, 1, L
1, OOK-A-29, 2, B, R
1, PT-1hand-5086, 4, 1, L
1, PT-1hand:1-341, 4, 1, R
1, PT-1hand:1-2083, 4, 1, R
1, PT-1hand-4229, 4, 1, R
1, PT-1hand:1-2687, 4, 1, R
1, PT-1hand-4593, 4, 1, R
1, OPSTUREN-A-7, 40, Beak_spread, L
1, PT-1hand-4168, 4, 1, R
1, ALS-A-7, 16, Baby_beak_open, R
1, HOEFT-NIET-A-19, 18, T, R
1, PROCENT-B-6, 18, T, R
1, SLAPEN-A-7, 2, B, R
1, PT-1hand-1423, 4, 1, R
1, RUIMTE-A-45, 25, 5, R
1, VIES-B-4, 23, Y, L
1, PT-1hand-3896, 4, 1, R
1, GRAPPIG-A-34, 1, A, R
1, MOOI-A-116, 18, T, R
1, HOOG-4, 27, B_bent, R
1, KUNNEN-A-9, 17, S, R
1, DOOF-C-29, 4, 1, L
1, CLUB-A-13, 37, C_spread, R
1, PT:down-66, 4, 1, L
1, PT-1hand:1-726, 4, 1, R
1, KUNNEN-A-354, 17, S, R
1, BOOS-A-4, 37, C_spread, L
1, PT-1hand-3193, 4, 1, R
1, PT-1hand-4280, 4, 1, R
1, KRACHT-82, 17, S, R
1, DOOF-A-190, 4, 1, R
1, GRONINGEN-23, 37, C_spread, R
1, PT-1hand:1-1733, 4, 1, R
1, PT-1hand-3698, 4, 1, L
1, KIND-A-51, 2, B, R
1, OOK-A-109, 2, B, L
1, GALLAUDET-2, 16, Baby_beak_open, R
1, ADIDAS, 29, 3, R
1, GRAAG-B-4, 25, 5, R
1, FEEDBACK-1, 2, B, L
1, ROUTE-A, 4, 1, R
1, PERSOON-A-66, 44, Baby_C, R
1, PT-1hand-5059, 4, 1, R
1, PT-1hand:1-2061, 4, 1, L
1, HEBBEN-A-177, 2, B, R
1, HOND-C-1, 2, B, R
1, PT-1hand:1-2296, 4, 1, R
1, KUNNEN-A-401, 17, S, L
1, BEDOELEN-IK, 4, 1, R
1, PT-1hand:1-1739, 4, 1, L
1, PT-1hand-4674, 4, 1, R
1, NU-A-102, 4, 1, L
1, GAMMA-3, 19, V, L
1, PT-1hand-3274, 4, 1, L
1, NEE-B-9, 25, 5, R
1, PT-1hand-4971, 4, 1, L
1, BRENGEN-14, 17, S, R
1, DOOF-B-27, 9, N, R
1, PT:down-109, 4, 1, L
1, PT-1hand-3401, 4, 1, L
1, ORAAL-A-21, 41, V_curved, R
1, PT-1hand:1-204, 4, 1, L
1, KRACHT-16, 17, S, L
1, TEVREDEN-A-3, 18, T, R
1, NIET-A-92, 4, 1, L
1, PT-1hand:1-1118, 4, 1, R
1, BEDOELEN-97, 4, 1, R
1, HONGER-A-7, 25, 5, R
1, PT-1hand:1-2465, 4, 1, R
1, LEEUW-B-8, 37, C_spread, L
1, THUIS-A-7, 18, T, R
1, MEER-D-4, 2, B, R
1, 5-16, 25, 5, R
1, PT-1hand-4237, 4, 1, L
1, OOK-A-77, 2, B, R
1, CI-A-57, 41, V_curved, R
1, PT-1hand-4912, 4, 1, R
1, ERG-A-9, 18, T, R
1, HERDER-1, 1, A, L
1, KUNNEN-A-360, 17, S, L
1, HOUDEN-VAN-16, 2, B, R
1, NIET-A-73, 4, 1, R
1, PT-1hand-5085, 4, 1, R
1, PT-1hand:1-2297, 4, 1, R
1, PT-1hand-1364, 4, 1, L
1, ALLEEN-B-18, 4, 1, R
1, PT-1hand-884, 4, 1, R
1, JA-A-156, 23, Y, L
1, PT-1hand:1-2025, 4, 1, L
1, VLEES-A-24, 22, 1_curved, L
1, PT-1hand-3971, 4, 1, R
1, PT-1hand:1-2249, 4, 1, L
1, VINGERSPELLEN-36, 37, C_spread, L
1, PT-1hand-4588, 4, 1, R
1, LIEF-A-4, 27, B_bent, L
1, DOKTER-A-17, 41, V_curved, R
1, PT-1hand:1-1512, 4, 1, R
1, EERGISTER, 12, L, R
1, GOED-A-306, 1, A, R
1, PT-1hand:1-1934, 4, 1, L
1, GROMMEN-24, 37, C_spread, L
1, HOREN-A-230, 4, 1, L
1, HEBBEN-A-48, 2, B, R
1, PT-1hand:1-956, 4, 1, L
1, ANDERS-A-72, 1, A, R
1, PT-1hand-2566, 4, 1, L
1, GOED-A-211, 1, A, R
1, KUNNEN-NIET-D, 17, S, L
1, OOK-A-6, 2, B, L
1, EVEN-DENKEN-D-42, 2, B, R
1, SCHOOL-A-69, 18, T, R
1, ANDERS-B-82, 23, Y, R
1, BALEN-D, 4, 1, R
1, PT-1hand:1-2305, 4, 1, R
1, PT-1hand-4357, 4, 1, R
1, JA-A-386, 23, Y, R
1, AAN-JOU-13, 2, B, R
1, TELHAND-6, 17, S, L
1, PT-1hand-233, 4, 1, R
1, NIET-A-91, 4, 1, R
1, MEER-A-90, 4, 1, R
1, DEN-HAAG-B-1, 25, 5, L
1, 6-A-2, 1, A, R
1, PT-1hand-1169, 4, 1, R
1, DENKEN-186, 4, 1, L
1, PROBEREN-A-6, 9, N, L
1, KIND-A-32, 2, B, R
1, PT-Bhand:1-6, 2, B, L
1, PT-1hand-4579, 4, 1, L
1, BOWLEN-2, 17, S, R
1, PT-1hand:1-1425, 4, 1, L
1, REMMEN-A-2, 17, S, R
1, GEHOORAPPARAAT-A-11, 22, 1_curved, L
1, PT-1hand:1-2224, 4, 1, L
1, ALS-B-19, 23, Y, R
1, PT-1hand:1-1428, 4, 1, R
1, PT-1hand-980, 4, 1, R
1, KOMEN-A-22, 4, 1, R
1, KLEIN-B-36, 10, I, R
1, PT-1hand:1-1679, 4, 1, R
1, PT-1hand:1-2609, 4, 1, L
1, PT-1hand-2066, 4, 1, R
1, EERST-58, 4, 1, R
1, PT-1hand-3995, 4, 1, R
1, PT-1hand:1-1662, 4, 1, L
1, KUNNEN-A-227, 17, S, L
1, HOREN-A-211, 4, 1, R
1, DENKEN-190, 4, 1, R
1, VANDAAR-A-15, 27, B_bent, R
1, VERLIEZEN-A-1, 4, 1, R
1, TELEFOON-A-1, 23, Y, R
1, HEEN-EN-WEER-A, 4, 1, R
1, BELANGRIJK-A-8, 4, 1, L
1, OOK-A-98, 2, B, R
1, REGIO-B-20, 37, C_spread, R
1, PAKKEN-A-38, 25, 5, L
1, WATER-A-13, 25, 5, R
1, SCHOOL-A-16, 18, T, R
1, LAAT-A-3, 27, B_bent, L
1, STIL-A-7, 4, 1, R
1, HONGER-A-3, 25, 5, R
1, KUNNEN-A-59, 17, S, R
1, ANDERS-A-53, 1, A, R
1, SLAPEN-B-2, 45, Baby_beak, R
1, ANTWERPEN-1, 36, Money, L
1, EN-A-1, 4, 1, R
1, STEL-A-13, 2, B, R
1, PT-1hand-1139, 4, 1, R
1, JA-A-311, 23, Y, R
1, ERKENNEN-B, 9, N, R
1, ALLEEN-A-5, 4, 1, L
1, PT-1hand-4380, 4, 1, R
1, VAN-A-89, 2, B, R
1, HEBBEN-B-2, 26, Beak_open, R
1, KLOPT-A-21, 11, K, L
1, VIS-A-1, 2, B, R
1, PRATEN-A-47, 26, Beak_open, L
1, AANGELIJND-C, 18, T, L
1, PT-1hand-2315, 4, 1, R
1, GRAPPIG-A-28, 1, A, R
1, MOOI-A-38, 18, T, R
1, PAS-A-17, 27, B_bent, R
1, PT-1hand-3449, 4, 1, R
1, RUIMTE-A-117, 25, 5, L
1, IDEE-21, 4, 1, R
1, PT-1hand:1-2424, 4, 1, R
1, NAAST-17, 2, B, R
1, VANDAAR-A-3, 27, B_bent, L
1, VER-15, 4, 1, L
1, LOGISCH-9, 22, 1_curved, R
1, PT-1hand-1956, 4, 1, L
1, KUNNEN-A-103, 17, S, R
1, PT-1hand-2059, 4, 1, R
1, PT-1hand:1-2464, 4, 1, R
1, PRATEN-A-16, 26, Beak_open, R
1, LAURENT-CLERC-1, 9, N, L
1, DOOF-B-12, 9, N, L
1, GAAN-75, 4, 1, R
1, KETCHUP-B-1, 3, C, R
1, GEVOEL-A, 2, B, L
1, IETS-A-23, 36, Money, L
1, PT-1hand-2569, 4, 1, L
1, GEEL-C-3, 45, Baby_beak, R
1, PT-1hand:1-1015, 4, 1, L
1, PT-1hand-4983, 4, 1, R
1, PAKKEN-A-7, 25, 5, R
1, DAN-A-16, 4, 1, R
1, THUIS-A-4, 18, T, L
1, PT-1hand-3660, 4, 1, R
1, DOOF-A-213, 4, 1, R
1, 1-A-32, 4, 1, L
1, JA-A-290, 23, Y, R
1, EGYPTE-B-1, 22, 1_curved, L
1, SPEK-B, 9, N, R
1, PT-1hand-2790, 4, 1, R
1, PT-1hand-2416, 4, 1, R
1, PT-1hand-2821, 4, 1, L
1, PT-1hand-3105, 4, 1, R
1, PT-1hand-4992, 4, 1, R
1, JA-A-187, 23, Y, R
1, KUNNEN-A-171, 17, S, R
1, PT-1hand-1511, 4, 1, R
1, PT-1hand-1596, 4, 1, L
1, KIND-A-47, 2, B, R
1, HOORN-1, 17, S, L
1, 1-A-245, 4, 1, L
1, STIK-A-1, 44, Baby_C, R
1, VROUW-A-21, 16, Baby_beak_open, R
1, OVERGEVEN-B, 42, Beak, L
1, PT-1hand-3571, 4, 1, R
1, BEJAARD-1, 17, S, R
1, STEL-A-66, 2, B, R
1, BIJ-A-63, 26, Beak_open, L
1, PT-1hand-2474, 4, 1, R
1, PT-1hand:1-331, 4, 1, L
1, 4-A-29, 30, 4, R
1, DAN-B-38, 27, B_bent, R
1, ERG-A-52, 18, T, R
1, HEBBEN-A-17, 2, B, R
1, PT-1hand-3352, 4, 1, R
1, ALLEEN-C-2, 1, A, L
1, PT-1hand-2771, 4, 1, R
1, #V-4, 19, V, L
1, JA-A-355, 23, Y, R
1, PT-1hand:1-782, 4, 1, L
1, 2-A-21, 19, V, R
1, PRATEN-A-7, 26, Beak_open, R
1, PT-1hand:1-1341, 4, 1, R
1, PT-1hand-4213, 4, 1, L
1, TELHAND+3-B-8, 29, 3, L
1, ERKENNEN-B-4, 9, N, L
1, KIKKER-B, 23, Y, R
1, JAMMER-B-8, 17, S, R
1, OOK-A-9, 2, B, R
1, PT-1hand-3079, 4, 1, R
1, SENSEO-A-35, 41, V_curved, R
1, AAN-JOU-19, 2, B, L
1, COLLEGA-5, 3, C, R
1, PT-1hand-3418, 4, 1, R
1, SNEL-A-1, 4, 1, L
1, RUIMTE-A-32, 25, 5, R
1, STOREN-10, 19, V, L
1, PT-1hand-4551, 4, 1, R
1, PT-1hand-1898, 4, 1, L
1, PT-1hand:1-2545, 4, 1, L
1, #M-8, 13, M, L
1, ALS-B-34, 23, Y, L
1, PT-1hand:1-491, 4, 1, R
1, PT-1hand-4642, 4, 1, R
1, NIET-A-234, 4, 1, L
1, LEUK-A-25, 16, Baby_beak_open, R
1, ANDERS-A-32, 1, A, R
1, BIJ-A-59, 26, Beak_open, R
1, PT-1hand-2276, 4, 1, R
1, PB-13, 2, B, R
1, PT-1hand:1-2192, 4, 1, R
1, PT-1hand:1-1200, 4, 1, R
1, ORAAL-A-38, 41, V_curved, R
1, PT-1hand-965, 4, 1, R
1, OOR-B-1, 36, Money, L
1, PT-1hand-3405, 4, 1, L
1, ERG-A-19, 18, T, R
1, MENS-41, 27, B_bent, L
1, 3-A-1, 21, W, L
1, PT-1hand-137, 4, 1, L
1, VERBAASD-A-3, 24, Baby_O, R
1, PT-1hand-1736, 4, 1, L
1, REGIO-A-11, 25, 5, R
1, PT-1hand-2120, 4, 1, R
1, PT-1hand-352, 4, 1, R
1, LOGISCH-23, 22, 1_curved, R
1, BEDANKEN-A-1, 2, B, L
1, JA-A-301, 23, Y, R
1, STEM-A-11, 4, 1, L
1, RUIMTE-A-11, 25, 5, L
1, VOORZIENINGEN-1, 19, V, L
1, SENSEO-A-13, 41, V_curved, R
1, ANDERS-B-2, 23, Y, R
1, #L-4, 12, L, R
1, PT-1hand:1-230, 4, 1, R
1, NU-B, 9, N, L
1, MOOI-A-119, 18, T, R
1, DOOF-A-8, 4, 1, L
1, PT-1hand:1-236, 4, 1, L
1, ACHTER-B-10, 38, B_curved, L
1, JA-A-432, 23, Y, R
1, VOOR-D, 4, 1, R
1, KLOPT-A-30, 11, K, R
1, HOREN-B-13, 19, V, R
1, PT-1hand-2739, 4, 1, L
1, PT-1hand-4566, 4, 1, L
1, PT-1hand-2222, 4, 1, R
1, PB-4, 2, B, L
1, GEHOORAPPARAAT-A-8, 22, 1_curved, R
1, NU-A-84, 4, 1, R
1, PT-1hand-5018, 4, 1, L
1, PT-1hand-152, 4, 1, R
1, HEBBEN-A-182, 2, B, R
1, KUNNEN-A-362, 17, S, R
1, VERDER-B-12, 2, B, L
1, PT-1hand-2732, 4, 1, R
1, SLAAN-B, 2, B, L
1, PT-1hand-512, 4, 1, L
1, PT-1hand-3217, 4, 1, R
1, PT-1hand-2306, 4, 1, R
1, KLOPT-C-16, 22, 1_curved, R
1, KLOPT-A-55, 11, K, R
1, RUIMTE-A-59, 25, 5, R
1, SOP-4, 4, 1, L
1, MOOI-A-45, 18, T, L
1, RUIMTE-A-8, 25, 5, L
1, ROEPEN-B-19, 38, B_curved, R
1, OMA-A-3, 13, M, R
1, PT-1hand-4607, 4, 1, L
1, PT-1hand-1677, 4, 1, L
1, PB-41, 2, B, L
1, PT-1hand-3817, 4, 1, R
1, VRIJDAG-B-1, 19, V, L
1, KUNNEN-A-168, 17, S, L
1, DENKEN-205, 4, 1, R
1, PT-1hand-167, 4, 1, R
1, BLIND-A-18, 16, Baby_beak_open, L
1, PT-1hand:1-2549, 4, 1, R
1, DAN-A-15, 4, 1, R
1, PT-1hand-1449, 4, 1, R
1, PT-1hand:1-1526, 4, 1, L
1, KOMEN-A-34, 4, 1, R
1, DOOD-A-11, 27, B_bent, L
1, #H-8, 9, N, L
1, SCHOOL-C-3, 18, T, R
1, TELHAND+4-A-1, 30, 4, R
1, 5-10, 25, 5, R
1, PT-1hand-3622, 4, 1, L
1, PT-1hand-1692, 4, 1, L
1, INDIVIDUEEL-6, 10, I, L
1, ADEMEN-A-6, 40, Beak_spread, L
1, VROEGER-A-54, 2, B, R
1, GEWOON-A-65, 4, 1, R
1, PT-1hand-3782, 4, 1, L
1, PT-1hand-2896, 4, 1, L
1, MOETEN-A-94, 4, 1, L
1, AFKEUREN-1, 36, Money, R
1, PT-1hand:1-1318, 4, 1, R
1, MOETEN-A-42, 4, 1, R
1, PT-1hand-4730, 4, 1, L
1, PT-1hand:1-2178, 4, 1, L
1, ELEKTRICITEIT-A-3, 4, 1, L
1, PT-1hand-4590, 4, 1, R
1, ON-, 4, 1, R
1, GEVEN-C-4, 42, Beak, R
1, ROEPEN-B-2, 38, B_curved, L
1, GAAN-71, 4, 1, R
1, PT-1hand:1-10, 4, 1, L
1, PT-1hand-5055, 4, 1, L
1, OMDAT-A-65, 17, S, R
1, PT-1hand-3949, 4, 1, R
1, PT-1hand:1-781, 4, 1, R
1, PT-1hand:1-283, 4, 1, R
1, DOOF-B-143, 9, N, R
1, PT-1hand-1093, 4, 1, R
1, PT-1hand-4611, 4, 1, L
1, KUNNEN-A-99, 17, S, R
1, PT-1hand-4328, 4, 1, R
1, KOMEN-B-15, 2, B, L
1, TOCH-B, 17, S, R
1, SCHOOL-A-55, 18, T, R
1, NU-A-185, 4, 1, L
1, SENSEO-B-10, 41, V_curved, R
1, OPSTUREN-B-6, 24, Baby_O, R
1, GOED-A-20, 1, A, L
1, OPVOEDEN, 36, Money, R
1, DENKEN-131, 4, 1, R
1, GAAN-88, 4, 1, L
1, AANKLIKKEN-1, 22, 1_curved, R
1, PT-1hand:1-835, 4, 1, R
1, PT-1hand:1-2627, 4, 1, L
1, ALLEEN-B-21, 4, 1, L
1, ENGELAND-A-13, 44, Baby_C, L
1, PT-1hand-270, 4, 1, L
1, KERMIS-A-2, 4, 1, R
1, RUIMTE-A-56, 25, 5, L
1, KLEIN-A-19, 1, A, R
1, PT-1hand-423, 4, 1, R
1, PT-1hand-3245, 4, 1, R
1, OUD-B-22, 44, Baby_C, L
1, PT-1hand:1-315, 4, 1, L
1, DEFTIG, 43, 5m, L
1, BRAZILIE-A, 2, B, R
1, OUD-D-11, 17, S, R
1, PT-1hand-3683, 4, 1, R
1, TRAM-A-4, 19, V, L
1, DENKEN-82, 4, 1, R
1, SCHOOL-A-90, 18, T, R
1, DOOD-A-14, 27, B_bent, L
1, CENTRUM-25, 37, C_spread, R
1, LEUK-A-9, 16, Baby_beak_open, R
1, MENS-62, 27, B_bent, R
1, PT-1hand-1216, 4, 1, R
1, PT-1hand:1-1806, 4, 1, L
1, PT-1hand:1-2508, 4, 1, R
1, VROEGER-A-71, 2, B, R
1, PT-1hand-4191, 4, 1, R
1, PT-1hand:1-2145, 4, 1, R
1, SCHOOL-A-25, 18, T, R
1, ALS-C-24, 22, 1_curved, R
1, MAAND-B, 4, 1, R
1, PT-1hand-1875, 4, 1, R
1, 1-A-183, 4, 1, R
1, PT-1hand:1-2540, 4, 1, L
1, PT-1hand:1-1605, 4, 1, L
1, ANDERS-B-21, 23, Y, R
1, OUDSTE-A-1, 17, S, R
1, BEDENKEN, 4, 1, R
1, PT-1hand-398, 4, 1, L
1, PT-1hand:1-906, 4, 1, L
1, JA-A-88, 23, Y, R
1, EERST-8, 4, 1, R
1, TELHAND+1-B-12, 4, 1, R
1, PT-1hand-2452, 4, 1, R
1, JA-A-27, 23, Y, R
1, PT-1hand-4310, 4, 1, L
1, 6-A-3, 1, A, R
1, PT-1hand-2073, 4, 1, R
1, BERLIJN-A, 17, S, R
1, MOOI-A-26, 18, T, R
1, PT-1hand:1-1785, 4, 1, L
1, SLAAN-B-18, 2, B, L
1, PT-1hand-1549, 4, 1, R
1, GOED-A-369, 1, A, R
1, STEL-A-55, 2, B, R
1, JOEGOSLAVIE-B, 2, B, L
1, PROBEREN-B, 22, 1_curved, R
1, PT-1hand:1-1300, 4, 1, R
1, JAMMER-B-4, 17, S, L
1, PT-1hand-2187, 4, 1, L
1, DAN-A-63, 4, 1, R
1, PT-1hand:1-1270, 4, 1, R
1, 1-A-161, 4, 1, R
1, VAN-A-56, 2, B, R
1, PT-1hand-4464, 4, 1, L
1, OPERATIE-6, 1, A, L
1, VINGERSPELLEN-43, 37, C_spread, R
1, MAMA-8, 13, M, L
1, HOP-14, 4, 1, R
1, WALGELIJK-A, 2, B, L
1, PT-1hand-1393, 4, 1, L
1, JA-A-72, 23, Y, R
1, PT-1hand-4563, 4, 1, R
1, BULT-B, 2, B, L
1, GOED-A-124, 1, A, L
1, MOETEN-A-127, 4, 1, R
1, PT-1hand-4127, 4, 1, R
1, GRAAG-A-41, 25, 5, R
1, RUIMTE-A-119, 25, 5, R
1, SENSEO-A-12, 41, V_curved, R
1, JA-A-144, 23, Y, R
1, PT-1hand-345, 4, 1, R
1, GROOT-VERTICAAL-A-1, 45, Baby_beak, L
1, GEWOON-A-7, 4, 1, R
1, PT-1hand-1923, 4, 1, L
1, KIJKEN-A-80, 19, V, R
1, PT-1hand-557, 4, 1, R
1, GAAN-92, 4, 1, R
1, HOREN-A-178, 4, 1, R
1, PT-1hand-5074, 4, 1, R
1, YOGHURT-B, 23, Y, R
1, GROMMEN-15, 37, C_spread, R
1, PT-1hand-2685, 4, 1, R
1, SENSEO-A-38, 41, V_curved, R
1, MEISJE-A-7, 16, Baby_beak_open, L
1, VLEES-A-21, 22, 1_curved, R
1, PT-1hand:1-1402, 4, 1, R
1, PT-1hand-1521, 4, 1, R
1, PT-1hand-3098, 4, 1, R
1, VERDER-B, 2, B, L
1, PT-1hand:1-1823, 4, 1, L
1, HOUDEN-VAN-4, 2, B, R
1, MOETEN-A-34, 4, 1, R
1, GRONINGEN-73, 37, C_spread, R
1, PT-1hand-888, 4, 1, R
1, KIJKEN-A-178, 19, V, L
1, PT-1hand-1015, 4, 1, R
1, PERSOON-A-16, 44, Baby_C, L
1, TONG-1, 4, 1, R
1, ALLEEN-B-11, 4, 1, R
1, PRATEN-A-36, 26, Beak_open, R
1, PT-1hand-1445, 4, 1, L
1, PT-1hand-3233, 4, 1, R
1, GOED-A-266, 1, A, R
1, #M-7, 13, M, R
1, NU-B-7, 9, N, R
1, LUISTEREN-6, 2, B, R
1, PT-1hand:1-266, 4, 1, L
1, PRATEN-A-73, 26, Beak_open, L
1, LOGISCH-10, 22, 1_curved, L
1, HAND-2, 25, 5, R
1, SCHOOL-A-95, 18, T, L
1, KLEIN-B-21, 10, I, L
1, NOG-A-4, 9, N, R
1, OPERATIE, 1, A, R
1, INTERESSANT-5, 22, 1_curved, R
1, VERVELEN-C-2, 17, S, R
1, PT-1hand-4810, 4, 1, R
1, REGIO-B-28, 37, C_spread, R
1, CI-A-47, 41, V_curved, R
1, PT-1hand:1-410, 4, 1, L
1, HEBBEN-A-1, 2, B, R
1, NU-A-145, 4, 1, R
1, PT-1hand-1256, 4, 1, R
1, BLIND-A-6, 16, Baby_beak_open, R
1, PT-1hand-3089, 4, 1, R
1, ALLEEN-B-20, 4, 1, R
1, PT-1hand-4514, 4, 1, L
1, KIND-A-8, 2, B, L
1, GROMMEN-6, 37, C_spread, R
1, PT-1hand-1279, 4, 1, L
1, VROEGER-A-47, 2, B, L
1, MAL-7, 4, 1, R
1, 4-A-14, 30, 4, L
1, DOOF-B-119, 9, N, L
1, SAAI-A-8, 37, C_spread, L
1, GAAN-25, 4, 1, R
1, PT-1hand-4081, 4, 1, R
1, KRACHT-35, 17, S, R
1, OPSTUREN-A-3, 40, Beak_spread, L
1, DENKEN-96, 4, 1, L
1, PT-1hand:1-2311, 4, 1, R
1, EERST-53, 4, 1, R
1, VEEL-A-35, 23, Y, R
1, PT:up-54, 4, 1, R
1, DAN-A-24, 4, 1, R
1, EVEN-DENKEN-D-16, 2, B, L
1, PT-1hand:1-1451, 4, 1, R
1, STIK-C, 19, V, R
1, DOOF-A-127, 4, 1, L
1, DOOF-B-60, 9, N, R
1, VANDAAR-A-22, 27, B_bent, L
1, ONTHOUDEN-7, 26, Beak_open, L
1, PT-1hand:1-2200, 4, 1, L
1, HEBBEN-A-3, 2, B, R
1, ANDERS-B-77, 23, Y, L
1, REGIO-B-47, 37, C_spread, R
1, OOK-A-42, 2, B, L
1, PT-1hand-402, 4, 1, L
1, VEEL-A-28, 23, Y, L
1, PT-1hand:1-468, 4, 1, R
1, NIEUW-A-28, 45, Baby_beak, R
1, LACHEN-C-3, 44, Baby_C, L
1, BUITEN-A-3, 2, B, L
1, PT-1hand:1-560, 4, 1, R
1, ALSTUBLIEFT-B-1, 2, B, R
1, HOREN-A-105, 4, 1, L
1, BEEN-C-1, 3, C, R
1, 1-A-29, 4, 1, L
1, ADEMEN-C-7, 2, B, L
1, PT-1hand-2473, 4, 1, R
1, PT-1hand:1-1436, 4, 1, R
1, OOG-7, 4, 1, R
1, WILLEN-NIET, 25, 5, R
1, VERWARD-A-4, 25, 5, L
1, PT-1hand:1-1203, 4, 1, L
1, UITDAGEN-A-1, 22, 1_curved, R
1, EVEN-DENKEN-D-1, 2, B, L
1, PT-1hand-1743, 4, 1, L
1, PT-1hand:1-646, 4, 1, L
1, KOMMA-1, 22, 1_curved, R
1, NIEUW-B-9, 23, Y, R
1, MENS-30, 27, B_bent, R
1, PT-1hand-1297, 4, 1, L
1, KAMMEN-C, 30, 4, R
1, JAMMER-A-3, 17, S, L
1, PRATEN-A-79, 26, Beak_open, R
1, HEBBEN-A-181, 2, B, R
1, RUIMTE-A-114, 25, 5, R
1, ONDERWIJS-A, 18, T, R
1, 1-A-155, 4, 1, L
1, WAT-A, 4, 1, R
1, CLOWN-1, 37, C_spread, L
1, PT-1hand-3255, 4, 1, L
1, PT-arc-24, 4, 1, L
1, MOOI-B-6, 14, O, L
